xHandle,displayName,walletAddress,followers,ethosScore,totalSupply,uniqueCollectors,collectorDensity,commonSupply,rareSupply,legendarySupply,totalXeetsAllTime,totalXeetsExclXeetsgiving,organicXeetsCompetitive,cancelledXeets,competitiveTournamentCount,casualEntryCount,avgDifficultyAdjustedPercentile,medianDifficultyAdjustedPercentile,signalRatioAvg,cryptoCreatorRank,cryptoCreatorXeets,multiplierBreadth,nicheDiversity,bestRank,avgRankCompetitive,osFloorCommon,xeetFloorCommon,lastSalePriceCommon,bestOfferCommon,xeetListingsCommon,osListingsCommon,osFloorRare,xeetFloorRare,lastSalePriceRare,bestOfferRare,xeetListingsRare,osListingsRare,osFloorLegendary,xeetFloorLegendary,lastSalePriceLegendary,bestOfferLegendary,xeetListingsLegendary,osListingsLegendary,rarityPremiumRatio,ethSaleCount,ethSaleVolume,uniqueBuyers,daysSinceLastSale,highestSaleCommon,highestSaleRare,highestSaleLegendary,priceTrajectory,saleVelocity30d,buyerConcentration,ownCardsHeld,totalCardsHeld,deckReachScore,deckReachRank,xeetBalance
FourVork,Praetor,0x03dff61ef1aab8039e54bddebfb17c415e97ac84,6678.0,1558.0,93,80,0.8602,79,14,0,1656.915792,1656.915792,1656.915792,0.0,2,0,0.9707927216099348,0.9707927216099348,0.7507666625255234,4188.0,925.898251,0,1,394.0,2291.0,0.0014,400.0,0.0005,0.028,1,2,0.025,,,0.028,0,1,,,,0.028,0,0,17.857142857142858,2,0.001,2,28.0,0.0005,,,,2,1.0,0,0,,,1767
juliadziesinska,Julia,0xbe5a22ddf0d1f9d8ee1693f8a724ecc1a0bd6287,48713.0,1350.0,110,107,0.9727,93,17,0,1093.506114,1083.41284,1053.018292,0.0,3,3,0.961013742690246,0.9429479672076293,0.9070034401265993,5115.0,834.54349,0,2,56.0,2377.3333333333335,0.00898,900.0,,0.028,2,3,0.015,,,0.028,0,1,,,,0.028,0,0,1.6703786191536747,0,0.0,0,,,,,,0,,1,45,57.0,360.0,233
Hydraze420,Hydraze 🏴‍☠️,0x2a93e999816c9826ade0b51aaa2d83240d8f4596,131460.0,2122.0,92,85,0.9239,76,15,1,7324.343032999999,7324.343032999999,6727.643711999999,0.0,10,1,0.9658802967691809,0.9946321542071341,0.6840656777739207,196.0,2789.320437,2,6,2.0,66.6,,1400.0,,0.028,1,0,0.5,4500.0,,0.028,1,1,5.0,,,0.028,0,1,,0,0.0,0,,,,,,0,,0,0,,,15664
weston_union,Weston Union,0x4b4e44774b0a1850cec8c83f0c4f977105c3b696,2724.0,1231.0,91,84,0.9231,72,15,4,2221.8050829999997,2211.737823,2127.008374,10.2315,5,4,0.9064096956912711,0.9682784005353856,0.9385637034685008,2844.0,1109.369724,0,3,155.0,732.2,0.009899999999,,0.0011,0.028,0,1,0.005,,,0.028,0,1,0.12,,0.009,0.028,0,1,0.5050505051015203,2,0.0101,2,26.0,0.0011,,0.009,,1,1.0,1,1,0.3,1013.0,56
ChrisJourdan,Captain Zwingli 🍌🎙️,0xade44991d931ca62e4b56f59a7a8e9160067f48a,40539.0,1563.0,72,68,0.9444,59,12,1,2394.0851970000003,2376.5169530000003,2258.747098,0.0,4,4,0.9340027379135375,0.9380492918454024,0.7696125275698805,635.0,1897.076287,0,3,54.0,920.25,0.009899999999,,,0.028,0,1,,,0.0011,0.028,0,0,,,,0.028,0,0,,1,0.0011,1,15.0,,0.0011,,,1,1.0,2,21,46.0,431.0,1297
EscanorDz100,ESCANOR ⨀⚡️,0xbb4c9ffbdeba1e1fc6fb8be3f61bcb8f62afdb2a,2872.0,1302.0,76,70,0.9211,63,12,1,902.146502,881.90431,783.656665,0.0,3,9,0.8330672012173679,0.9086223055295221,0.7769006964751523,35511.0,69.783995,1,6,195.0,12051.666666666666,0.003,100.0,,0.028,4,4,,,,0.028,0,0,,,,0.028,0,0,,0,0.0,0,,,,,,0,,1,11,39.6,463.0,23
yulikay,Yuli Kay,0x6b2b639ecb1a04cf75a0c76b19ccc4202b522864,13754.0,1308.0,89,83,0.9326,73,15,1,560.6749659999999,539.78142,506.68807899999996,4.737978,2,4,0.8525930498584292,0.8525930498584292,0.4607854467230601,11517.0,450.937957,0,2,5601.0,8559.0,0.01,240.0,0.002,0.028,2,1,,,0.0034,0.028,0,0,,,,0.028,0,0,,2,0.0054,2,34.0,0.002,0.0034,,,0,1.0,0,0,,,0
Crypto_bn,Crypto 🔶 ₿N,0x4e2be7236c0cf2e30f7e1614a388f646cd0cea56,35645.0,1384.0,84,75,0.8929,65,19,0,2090.457169,2079.4509129999997,2075.355114,0.0,1,2,0.9950253750487982,0.9950253750487982,0.9549390736220771,446.0,2075.355114,0,1,446.0,446.0,0.002,399.0,0.0006,0.028,2,7,,399.0,0.0014,0.028,1,0,,,,0.028,0,0,,3,0.0026,3,22.0,0.0006,0.0014,,0.0008150269085995727,3,1.0,1,21,80.1,226.0,129
SHWEPPS_,SHWEPPS,0x77E0D545D1bAcaE5329C9DEdE7bB290313A27f05,2042.0,1228.0,67,62,0.9254,55,12,0,170.72711300000003,170.72711300000003,34.061559,0.0,2,6,0.6709812969115294,0.6709812969115294,0.1393188090103933,,,0,4,668.0,7395.5,0.00399999999997,380.0,0.0008,0.028,2,2,0.00698999999999,699.0,,0.028,1,2,,,,0.028,0,0,1.7475000000106062,4,0.0038,4,24.0,0.0013,,,-0.00036998713955417026,1,1.0,0,0,,,132
ZhugeLyang,LuBu (privacy szn),0xfd892f1bf7b54fe61bfca6bdd9b57b3b628c7532,6288.0,1423.0,95,86,0.9053,80,15,0,2386.409013,2386.409013,2386.409013,0.0,4,0,0.9873119119192302,0.9896970365860918,0.9219731547799209,868.0,1708.504833,0,2,13.0,474.0,0.0029,130.0,0.0006,0.028,3,2,0.004998,,0.0016,0.028,0,2,,,,0.028,0,0,1.723448275862069,2,0.0022,2,22.0,0.0006,0.0016,,,2,1.0,0,0,,,46
mayamaster,ɱɑყɑɱɑεʂƚɾ,0x83ca1b1bc3ed53ee117d898ec6cca47b503fd510,16458.0,1301.0,82,76,0.9268,68,14,0,75.798614,75.798614,54.327838,8.251953,1,1,0.8261605631292881,0.8261605631292881,0.07249478619046096,,,0,1,5853.0,5853.0,0.0097,200.0,0.0006,0.028,2,2,0.0039,,,0.028,0,1,,,,0.028,0,0,0.40206185567010305,5,0.0032999999999999995,4,15.0,0.0008,,,-5.279872643320506e-05,5,0.8,7,24,85.7,178.0,427
SirJoey,Sir Joey,0x9889bfda635f771927f6d622c6da1f2caf29b55c,11122.0,1406.0,94,83,0.883,83,10,1,2350.560465,2350.560465,2342.783509,0.0,2,2,0.9863130078668955,0.9863130078668955,0.884546481860077,750.0,1791.917381,0,2,640.0,695.0,,100.0,,0.028,3,0,,,,0.028,0,0,,5000.0,,0.028,1,0,,0,0.0,0,,,,,,0,,0,0,,,101
JefferyCrypt,JΞFF🧸,0xf2c9c6210cf82028ebde4aeebd27924a2e273912,40582.0,1228.0,78,73,0.9359,62,16,0,1221.150772,1210.0948939999998,1033.8639660000001,176.200245,1,1,0.9629022363504545,0.9629022363504545,0.9031276789851869,3326.0,1033.863966,0,1,3326.0,3326.0,0.0021,100.0,0.0015,0.028,2,1,,,0.001,0.028,0,0,,,,0.028,0,0,,4,0.0036999999999999997,3,15.0,0.0015,0.001,,0.0007058859291209428,4,0.75,0,0,,,303
parcifap,Parci,0x4e628959682c47a4c143d911b8f2d582375e2dcf,25962.0,1544.0,89,86,0.9663,70,18,1,3506.486642,3506.486642,3459.9576509999997,0.0,5,2,0.9827556702797595,0.9885714285714285,0.8426479638984385,4451.0,898.959672,0,3,3.0,930.8,0.0098,500.0,0.0011,0.028,3,2,0.1,3000.0,0.003,0.028,2,1,,,,0.028,0,0,10.204081632653063,3,0.0048000000000000004,2,30.0,0.0011,0.003,,-0.001843786965185553,0,0.6666666666666666,0,0,,,2448
AnnieNFTT,AnnieNFTT,0x5b448aebd7da37d393b7269e8a490c5feed559db,7944.0,1319.0,92,82,0.8913,78,14,0,1125.214236,1113.126385,980.182836,0.0,4,3,0.9595453060268302,0.9596914886281077,0.5293661983736049,6730.0,707.710906,1,4,30.0,2268.5,0.002999,155.0,0.0008,0.028,5,3,,,,0.028,0,0,,,,0.028,0,0,,2,0.0019000000000000002,2,0.0,0.0011,,,,1,1.0,1,29,70.1,292.0,102
Tma_420,T.M.A,0xdbd47f66aa2f00b3db03397f260ce9728298c495,48895.0,1880.0,76,70,0.9211,65,11,0,10636.278895000001,10636.278895000001,10636.278895000001,0.0,6,0,0.9838416257656261,0.9939837724906131,0.9056550220900252,43.0,6318.626589,0,2,1.0,52.833333333333336,0.03989999999999,5555.0,,0.028,1,3,,,,0.028,0,0,,,,0.028,0,0,,0,0.0,0,,,,,,0,,0,0,,,22058
banditxbt,banditxbt,0xc668ee5e6fc05a9106bd5080156656f33049d3c3,46197.0,1871.0,86,81,0.9419,74,12,0,7567.15563,7567.15563,6898.11393,0.0,7,0,0.9607202676452713,0.9750623441396509,0.7345393195139954,69.0,5586.939235,0,5,7.0,131.14285714285714,0.015,,,0.028,0,2,,,,0.028,0,0,,,,0.028,0,0,,0,0.0,0,,,,,,0,,1,104,93.4,116.0,112
LostSnow_Rin,Lost Snow (villain arc),0xff0fb6c4a0d6a88b426879c3a2af86170d2acc0b,7588.0,1459.0,77,70,0.9091,70,7,0,599.8870840000001,589.812264,589.812264,0.0,2,0,0.8741344160704583,0.8741344160704583,0.5249693017431497,9798.0,526.255521,0,1,4796.0,7297.0,0.0025,100.0,,0.028,3,2,0.009,,,0.028,0,1,,,,0.028,0,0,3.5999999999999996,0,0.0,0,,,,,,0,,2,21,63.7,323.0,285
oxtochi,tochi,0x038f14a321edb29e1be307302867bfd3d8216e06,71394.0,1510.0,88,75,0.8523,78,10,0,8763.818621000002,8734.066121000002,8676.007584,0.0,7,2,0.9764016769010775,0.9921428571428571,0.7339316017215387,77.0,5478.801338,0,4,1.0,74.85714285714286,0.008,1998.0,0.0013,0.028,3,5,,,,0.028,0,0,,,,0.028,0,0,,1,0.0013,1,16.0,0.0013,,,,1,1.0,1,35,88.2,153.0,6603
darkanft,D A R K A,0x2940c729c50dc01c935f46a18d12631cc3fa4993,1764.0,1225.0,76,70,0.9211,57,18,1,43.166913,33.041158,30.760093,0.0,1,4,0.6801508806320353,0.6801508806320353,0.9281716736031975,,,0,3,10769.0,10769.0,0.009899999999,100.0,0.0007,0.028,2,2,0.0069898,,,0.028,0,1,,,,0.028,0,0,0.7060404041117212,3,0.0023,2,32.0,0.0008,,,-0.00010001512363156736,0,0.6666666666666666,0,0,,,0
MrGreenity,MrGreenity,0xaadab6454aac210e6a25a5878aa8e8544945a525,10755.0,1467.0,97,92,0.9485,80,16,1,1563.745237,1563.745237,1561.156437,0.0,3,1,0.9274162137846491,0.9043290043290043,0.7117006399221729,1990.0,1271.071498,0,1,442.0,1931.6666666666667,0.00699,1000.0,0.0005,0.028,1,3,,,,0.028,0,0,,,,0.028,0,0,,3,0.0021,3,16.0,0.001,,,-0.0005030075161038431,2,1.0,1,35,78.8,236.0,43
ToriRibolla,Tori,0x6d3255e8ce047ae9e0ef618b7e824a6b2464c7a0,6645.0,1432.0,81,76,0.9383,71,10,0,1782.235828,1782.235828,1774.896238,0.0,4,2,0.8919883895214618,0.95937551378408,0.9058953065168349,1385.0,1458.158759,0,2,76.0,3375.0,,198.0,0.002,0.028,3,0,,,,0.028,0,0,,,,0.028,0,0,,2,0.0034400000000000003,2,9.0,0.002,,,,1,1.0,1,20,49.9,409.0,1031
CrypSaf,SafZ,0x2820930e1f7bbf5af46602b37941ee51a31e6cd9,32693.0,2278.0,87,76,0.8736,78,9,0,3806.6135839999997,3806.6135839999997,3768.343638,0.0,2,2,0.9873535867910856,0.9873535867910856,0.7929244884450859,156.0,3294.299885,0,2,156.0,474.5,0.1,4500.0,,0.028,1,1,,,,0.028,0,0,,,,0.028,0,0,,0,0.0,0,,,,,,0,,1,43,88.5,152.0,4897
solfrater_sol,SolFrater,0x4f4123ad96d6dad8625e341db4a96a0e4448d089,1728.0,1232.0,101,90,0.8911,84,14,3,201.70685600000002,201.70685600000002,136.047255,0.0,1,5,0.9270248596631917,0.9270248596631917,0.9305252160497522,,,0,5,2457.0,2457.0,0.00099,100.0,0.0008,0.028,4,3,0.0089,500.0,,0.028,1,2,,,0.0055,0.028,0,0,8.98989898989899,7,0.0096,5,0.0,0.0008,,0.0055,0.0018119859986591915,4,0.7142857142857143,0,0,,,0
0xBellinili,Bellinili,0xf2f1da07ecf9aa0cfdc503098295d5d7b29df320,1192.0,1183.0,81,74,0.9136,70,11,0,44.721972,34.613278,23.726689,0.0,1,2,0.6560634411476433,0.6560634411476433,0.7158293346366195,,,0,2,11580.0,11580.0,0.00208,90.0,0.0005,0.028,3,4,,,,0.028,0,0,,,,0.028,0,0,,3,0.0021999999999999997,3,11.0,0.0009,,,-0.00036826948744718093,1,1.0,1,5,15.6,692.0,75
diegoarmandoAD,DIEGO,0xc7d98e9479fd6e3e00490b0b2e1ac7a877421631,18843.0,1394.0,98,95,0.9694,80,17,1,3511.474361,3511.474361,2651.1071389999997,0.0,5,2,0.973410024878031,0.9773085033710535,0.6617145534187874,1740.0,1339.333991,2,3,6.0,571.2,0.00299999999998,140.0,0.0008,0.028,3,3,0.1,3000.0,0.0029,0.028,1,1,,,,0.028,0,0,33.33333333355556,2,0.0036999999999999997,2,24.0,0.0008,0.0029,,,1,1.0,4,58,95.9,91.0,357
the_jujukey,JUJU ☀️·,0x8c5a6417b711a754f84a356fa954a32830178a26,9354.0,1242.0,95,88,0.9263,77,17,1,444.09439399999997,444.09439399999997,443.38875800000005,0.0,2,2,0.8225352997473714,0.8225352997473714,0.44788304283561653,13192.0,392.741387,0,1,6996.0,10094.0,0.003,150.0,0.0011,0.028,2,2,,700.0,,0.028,1,0,,,,0.028,0,0,,1,0.0011,1,40.0,0.0011,,,,0,1.0,1,13,88.7,151.0,27
0xSanixxx,Sanixxx (anarchy arc),0xc141ea3b4ac71d6110d034229c7c885fc73b1918,3513.0,1533.0,68,64,0.9412,57,11,0,214.63942500000002,214.63942500000002,214.202224,0.0,2,1,0.7880311949317851,0.7880311949317851,0.8237685956494594,29061.0,118.1884,0,1,3360.0,16210.5,0.00499,,0.0005,0.028,0,3,,,,0.028,0,0,,,,0.028,0,0,,1,0.0005,1,15.0,0.0005,,,,1,1.0,1,8,81.6,217.0,92
zaimiri,zaimiri ✏️,0xad94810c4ecccf4035c4e90354d01b3d752195eb,55712.0,2190.0,85,82,0.9647,74,11,0,3563.4945850000004,3563.4945850000004,3262.897,72.369219,6,4,0.9613121239973569,0.9892970891436669,0.7014294048814026,585.0,1931.970317,1,5,38.0,248.33333333333334,0.005,500.0,0.0005,0.028,4,3,0.014,,,0.028,0,1,,,,0.028,0,0,2.8,3,0.0029,3,28.0,0.0012,,,-0.0005725298594942436,1,1.0,0,0,,,4338
Kaffchad,Kaff 📊,0xac5c69ac9c987503dace3f6bf1e365968397134f,19822.0,1317.0,65,62,0.9538,50,14,1,4528.233466,4528.233466,4151.973268,345.05175199999996,6,2,0.8819940575061048,0.8672739317683409,0.6726889237186536,152.0,3379.639208,0,4,51.0,534.6666666666666,0.009899999999,100.0,0.0005,0.028,3,2,0.05,750.0,,0.028,1,1,,,,0.028,0,0,5.050505051015203,2,0.0010999999999999998,1,19.0,0.0006,,,,2,0.5,1,2,9.0,814.0,5120
yonann,Yonan,0x5ecaaa54f750d90b43af26d0004f172cdbe6ef25,4997.0,1328.0,76,74,0.9737,65,10,1,861.744769,861.744769,794.911184,0.0,2,4,0.8217067084103367,0.8217067084103367,0.6825455217404501,6095.0,752.569879,0,4,6095.0,7906.0,0.00999999999997,,0.0005,0.028,0,1,,,,0.028,0,0,,,,0.028,0,0,,1,0.0005,1,6.0,0.0005,,,,1,1.0,1,19,89.3,145.0,439
gomtu_xyz,Gomtu,0x24894a02f19155bd09553e8008726a2973411287,14859.0,1460.0,82,77,0.939,69,12,1,5361.84219,5361.84219,5141.475892,201.3235,4,2,0.9947347422023443,0.9982215991441009,0.781433931738681,239.0,2544.458474,0,3,12.0,90.0,0.0099,469.0,0.0005,0.028,2,1,0.008,800.0,,0.028,2,2,,,,0.028,0,0,0.8080808080808081,1,0.0005,1,16.0,0.0005,,,,1,1.0,1,61,95.1,101.0,38
CreateWithTony,Tony,0x475681f36bb00c812028bc236f886016beb77d3c,2203.0,1335.0,96,87,0.9063,80,16,0,499.1197250000001,478.749202,196.047283,0.0,3,9,0.9483787120836039,0.9363806468858594,0.6442245660365228,,,1,5,90.0,826.6666666666666,,150.0,,0.028,1,0,,,0.0006,0.028,0,0,,,,0.028,0,0,,1,0.0006,1,28.0,,0.0006,,,1,1.0,1,17,73.1,271.0,76
Kudabajingan,Kuda 🐴,0x54ee298ceddb308f67cae76e9391a1e329d701b7,7040.0,1659.0,83,77,0.9277,66,17,0,627.077053,627.077053,599.331551,0.0,2,4,0.784797428029242,0.784797428029242,0.6753947262048563,8916.0,572.160724,0,3,8916.0,10029.5,0.00209999999999,200.0,0.0008,0.028,1,2,,,0.0005,0.028,0,0,,,,0.028,0,0,,5,0.0032099999999899995,4,9.0,0.0012,0.0005,,-0.0003940740754003687,3,0.8,1,11,19.2,650.0,553
Jackhaldorsson,Jack Haldorsson,0x8337261a0647336a71b19b1d67afc4791b460d62,11602.0,1486.0,87,83,0.954,73,13,1,1270.159606,1270.159606,1268.7568310000001,0.7041999999999999,2,3,0.9595343879934812,0.9595343879934812,0.8122856442562025,4167.0,928.196431,0,2,1160.0,2663.5,0.0098,350.0,0.0011,0.028,3,2,,,0.0045,0.028,0,0,,,,0.028,0,0,,2,0.0056,2,33.0,0.0011,0.0045,,,0,1.0,0,0,,,116
Bellerophontis2,NancyNik,0x8fda0ae3f9d91e95f60a631eae417615c6eae130,10212.0,1479.0,83,76,0.9157,70,12,1,2402.677713,2402.677713,2366.0638679999997,0.0,5,1,0.9549100803793034,0.9764069264069264,0.7474997430371417,918.0,1677.389424,1,3,74.0,865.2,0.004,150.0,0.0013,0.028,2,2,,,,0.028,0,0,,,,0.028,0,0,,4,0.0031,4,0.0,0.0013,,,0.0006345174224184039,2,1.0,1,28,96.4,90.0,4
adriadri,Adri 💜,0x318de242d19c5e131af2f8f7de2e10726f681b55,,,85,80,0.9412,76,9,0,0.0,0.0,0.0,0.0,0,0,,,,,,0,0,,,0.005,,0.0005,0.028,0,3,,,,0.028,0,0,,,,0.028,0,0,,4,0.0031999999999999997,4,1.0,0.0011,,,-0.0005863374354934279,2,1.0,1,36,92.1,126.0,0
matchayuma,oatmilk (iron man arc) 🍵🌸,0x03afd048d11dac01f7e9e3d61d8d28d1dab237c0,7942.0,1484.0,88,81,0.9205,73,14,1,688.3976089999999,688.3976089999999,652.5062439999999,0.0,4,0,0.8894665284612727,0.9211162790697675,0.6589302693060803,19847.0,248.544021,1,3,27.0,5531.75,0.009899999999,,,0.028,0,2,0.004,2000.0,,0.028,1,1,,,,0.028,0,0,0.4040404040812162,0,0.0,0,,,,,,0,,0,0,,,87
edoweb3,edo,0x2094c4b11d8f34f1d200302efda5afc82aae9c2b,5141.0,1800.0,88,84,0.9545,73,15,0,2860.1914420000003,2860.1914420000003,2734.236918,104.95452399999999,4,0,0.9878496685720173,0.9883383144412132,0.8165403450084902,2008.0,1266.152239,0,2,82.0,593.25,0.00499898,725.0,0.0005,0.028,3,1,0.009,2200.0,0.001,0.028,4,1,,,,0.028,0,0,1.8003672749240844,2,0.0015,2,16.0,0.0005,0.001,,,2,1.0,1,51,92.8,119.0,259
defidarling,sara,0x269ed16b66fe6a32b0d63c56eaf51e7377c9cab9,90029.0,1288.0,91,82,0.9011,77,13,1,922.846352,922.846352,922.8463520000001,0.0,2,0,0.97409706557128,0.97409706557128,0.8388132904274891,4405.0,903.202952,0,1,90.0,2247.5,0.009899,800.0,0.0012,0.028,2,1,,2500.0,,0.028,1,0,5.0,,,0.028,0,1,,1,0.0012,1,40.0,0.0012,,,,0,1.0,0,0,,,252
CasperOnChain,Casper (Vacay Arc),0x255f56ce08126471b384c89063062662b7c1657f,17847.0,1344.0,72,67,0.9306,61,11,0,1603.591005,1593.2763400000001,1586.3109180000001,0.0,2,2,0.9657507888369872,0.9657507888369872,0.8370600313679573,5140.0,832.397588,0,2,376.0,2758.0,0.007,300.0,0.0005,0.028,2,1,0.016,,,0.028,0,1,,,,0.028,0,0,2.2857142857142856,2,0.0010999999999999998,1,16.0,0.0006,,,,2,0.5,1,15,20.7,630.0,1016
cartist00,CARTIST,0xa7071299be9de85a7ac0c170e7f129856b7adc9f,36299.0,1494.0,95,88,0.9263,83,11,1,1328.4859000000001,1328.4859000000001,1296.3753100000001,1.273,2,4,0.958688595768667,0.958688595768667,0.7748579761456038,3155.0,1059.087244,0,3,1597.0,2376.0,0.008,348.0,0.0011,0.028,2,2,,1500.0,,0.028,1,0,,,,0.028,0,0,,1,0.0011,1,40.0,0.0011,,,,0,1.0,1,27,84.1,189.0,169
iMithrandir_,iMithrandir 🪄,0xb2c4e87b89a837c72482d1571f7a7e5435a3be8c,3994.0,1344.0,85,76,0.8941,74,9,2,1631.455964,1621.385605,1400.566147,0.0,3,5,0.898942097841758,0.9473996851703347,0.7519838332476875,2586.0,1151.645554,1,4,100.0,1485.6666666666667,0.004,,0.0008,0.028,0,2,,,,0.028,0,0,,,,0.028,0,0,,1,0.0008,1,0.0,0.0008,,,,1,1.0,3,18,8.7,815.0,380
Nxtlvl,NXTLVL👑️.eth | Polygon Labs,0x4e4498effa701520e7003b74af221116552f1b7c,9092.0,1300.0,84,76,0.9048,73,11,0,892.0533330000001,892.0533330000001,890.356433,0.0,2,1,0.9098298265958203,0.9098298265958203,0.6075459610826883,5336.0,813.687317,0,1,4068.0,4702.0,0.04,,0.0005,0.028,0,1,,,,0.028,0,0,,,,0.028,0,0,,1,0.0005,1,15.0,0.0005,,,,1,1.0,0,0,,,912
DoggfatherCrew,Doggfather,0x2cf042aeca9bb4ee8bc939b50f09f94fa78897b6,23887.0,1838.0,78,73,0.9359,63,15,0,360.54342999999994,360.54342999999994,358.68349,0.0,2,3,0.8449033128482512,0.8449033128482512,0.6806425956481104,19276.0,257.652519,0,2,3205.0,11240.5,0.002,299.0,0.0008,0.028,2,3,,,,0.028,0,0,,,,0.028,0,0,,2,0.0016,1,24.0,0.0008,,,,2,0.5,1,11,62.4,330.0,168
CryptoUsopp,Usopp,0xc81f7b9bbd22a92a1e8c6512ff18e7606c0d097d,46794.0,1658.0,77,67,0.8701,60,17,0,4081.6121870000006,4061.1876240000006,3774.7063380000004,267.589,6,7,0.9569482646827724,0.9849843484833578,0.9096808419924177,286.0,2331.259736,0,5,3.0,153.16666666666666,,2500.0,,0.028,1,0,,,,0.028,0,0,,,,0.028,0,0,,0,0.0,0,,,,,,0,,1,38,78.8,237.0,301
DWDrummer_eth,DWdrummer,0x83441cfa3bd31f33bbf16c536b52b9818c5018d0,5261.0,1259.0,79,72,0.9114,65,13,1,173.046052,173.046052,60.368042,0.0,1,5,0.8500697971427723,0.8500697971427723,0.08580160675080367,,,0,4,5048.0,5048.0,0.0035,,0.0008,0.028,0,1,,,,0.028,0,0,,,,0.028,0,0,,2,0.0019000000000000002,2,24.0,0.0011,,,,1,1.0,1,9,48.3,415.0,139
zera_chielo,Zera | ∑:,0xba5bea299050d786118ad6326e1a9c2a7cfba71e,13516.0,1965.0,82,77,0.939,64,16,2,296.586073,296.586073,295.993896,0.0,2,1,0.8202841415720672,0.8202841415720672,0.6394471970932567,25866.0,151.699976,0,1,2388.0,14127.0,0.07,498.0,0.0009,0.028,4,1,,,,0.028,0,0,,,,0.028,0,0,,5,0.006900000000000001,5,14.0,0.003,,,-0.0004761557718357155,2,1.0,1,15,64.5,318.0,225
Carlitoswa_y,Carlitosway,0x6a3867484b29744c6d01b9040a0515711828deb0,31206.0,1815.0,82,76,0.9268,71,8,3,3683.9719950000003,3683.9719950000003,3412.566457,0.0,5,1,0.9561028116720738,0.9789285714285715,0.7001441625087994,257.0,2461.256136,1,3,56.0,205.8,0.008,1500.0,0.0012,0.028,3,4,0.033,10000.0,,0.028,1,3,,,,0.028,0,0,4.125,1,0.0012,1,31.0,0.0012,,,,0,1.0,3,100,97.7,74.0,1702
mariannehere,Marianne,0xee15bf34284464a7d41c6162db0d364b3b6768cf,42517.0,1506.0,85,74,0.8706,69,16,0,10236.210471999999,10217.690975,8965.859605,21.159502,6,0,0.9917261668958535,0.9964234248706764,0.8239006608996823,158.0,3285.172675,1,2,2.0,166.5,0.0249,3000.0,0.007,0.028,1,2,0.025,4000.0,,0.028,1,1,,,,0.028,0,0,1.0040160642570282,1,0.007,1,24.0,0.007,,,,1,1.0,1,122,98.7,53.0,50
MadMaxx_eth,"MadMaxx (∎, ∆)",0x219895b55a5b88d6a32d48ba28793cd8010d6ee6,13559.0,1337.0,87,76,0.8736,71,16,0,6222.0958809999975,6211.078045999998,4793.31465,311.815132,8,8,0.9292550183977157,0.9705131213069169,0.5985532459077918,909.0,1681.637971,3,6,10.0,190.375,0.0035,490.0,0.0007,0.028,2,2,0.00999999999996,5000.0,,0.028,1,2,,,,0.028,0,0,2.857142857131428,2,0.0015,2,21.0,0.0008,,,,2,1.0,6,106,97.4,80.0,62
Deebs_DeFi,Deebs DeFi 🛰,0xca0109fe5397cc817b166f364e591e26e3178afc,53028.0,1610.0,86,78,0.907,71,13,2,5046.065181000001,5046.065181000001,5017.975815000001,0.0,8,1,0.969917219613045,0.9731085149799732,0.7074389724427301,967.0,1644.486621,0,4,11.0,176.75,0.099,4500.0,,0.028,2,2,,,,0.028,0,0,,,,0.028,0,0,,0,0.0,0,,,,,,0,,1,76,95.1,100.0,2639
TheCryptoProfes,The Crypto Professor,0x40b5da28a853cddfcf97e2e9495da8ca3431ed35,18895.0,1377.0,84,78,0.9286,74,8,2,7410.195874,7410.195874,6406.81207,257.74920000000003,11,0,0.9784166248738504,0.9953051643192489,0.7214230151977497,523.0,2003.973882,3,3,1.0,87.36363636363636,0.05,1000.0,0.0025,0.028,2,1,0.1,,0.0018,0.028,0,1,,,,0.028,0,0,2.0,3,0.0051,3,15.0,0.0025,0.0018,,0.0010938103654794316,2,1.0,0,0,,,81
0x_degenola,Ola,0xa1945b1c619b3cffedc68f5f91c420232de1e8c1,11332.0,1342.0,66,64,0.9697,56,10,0,1814.5961789999997,1798.2376429999997,1702.187987,16.661952,5,7,0.9621705272494406,0.9680696661828737,0.7683604143037837,7961.0,624.796959,0,5,8.0,1670.8,,140.0,0.0008,0.028,1,0,,,,0.028,0,0,,,,0.028,0,0,,2,0.002,2,33.0,0.0012,,,,0,1.0,1,1,0.3,1051.0,3146
VideHaldorsson,Vide Haldorsson,0xebd315be326798a4029b27bd247deefcad4733bf,4227.0,1327.0,89,79,0.8876,74,15,0,747.691793,747.691793,727.950264,7.709301,1,4,0.928236015838492,0.928236015838492,0.8804615173544329,6434.0,727.950264,0,3,6434.0,6434.0,0.00189999999999,200.0,0.001,0.028,5,5,,,,0.028,0,0,,,,0.028,0,0,,2,0.0018,2,34.0,0.001,,,,0,1.0,1,18,95.4,98.0,81
Riowgmi,Rio👾,0x61f8176cf10b6916a815443d03b98388f80e0f68,6875.0,1314.0,80,74,0.925,72,8,0,944.7986639999999,932.653984,915.0692039999999,0.0,2,3,0.7682751312983294,0.7682751312983294,0.7628019741326375,4428.0,901.256366,0,2,4428.0,9184.5,0.005,500.0,0.0008,0.028,2,1,,,,0.028,0,0,,,,0.028,0,0,,1,0.0008,1,33.0,0.0008,,,,0,1.0,0,0,,,632
