rank,xHandle,displayName,tier,compositeScore,dim_performance,dim_market,dim_engagement,dim_reach,totalXeetsExclXeetsgiving,competitiveTournamentCount,avgDifficultyAdjustedPercentile,signalRatioAvg,multiplierBreadth,cryptoCreatorRank,cryptoCreatorXeets,osFloorCommon,osFloorRare,ethSaleVolume,highestSaleCommon,highestSaleRare,priceTrajectory,rarityPremiumRatio,saleVelocity30d,ownCardsHeld,deckReachScore,followers,nicheDiversity,bestRank,totalSupply,uniqueCollectors,collectorDensity
318,Riowgmi,Rio👾,Common,32.9885921219566,28.540430042398548,41.6553868305149,35.33669237739005,27.274899479269656,932.653984,2,0.7682751312983294,0.7628019741326375,0,4428.0,901.256366,0.0015,0.03,0.06082989900000001,0.0015,0.008,-0.00047987474308581817,20.0,15,1,34.0,6875.0,2,4428.0,80,74,0.925
319,solfrater_sol,SolFrater,Common,32.78973574509858,21.156925095901475,47.92397961504819,29.947052947052946,42.377068090435706,201.70685600000002,2,0.8834103890152694,0.46909488580790537,0,nan,nan,0.002,0.007,0.09801,0.0015,0.005,-0.0008146833488819882,3.5,12,2,12.5,1728.0,5,157.0,101,90,0.8911
320,T_A_K_E_N_1,Taken🎒,Common,32.671428707639386,38.428528164748634,21.871325485593935,22.432509351114003,48.97122800079099,756.457438,4,0.8846623999715335,0.607382471308747,0,10260.0,504.9553,0.0016,0.0037,0.031529,0.00158,0.0033,-0.0010801980740630978,2.3125,7,1,8.2,11619.0,3,154.0,64,61,0.9531
321,SHGFees,Superhighgasfees ❤️,Common,32.59500196437486,19.118059761760545,67.97500450472344,16.595451060567342,30.89957814250873,368.401517,2,0.8115607273603731,0.46348955036939865,0,16446.0,316.774885,0.007,0.0439,0.055978999999989995,0.008,0.0082,0.005567306987946915,6.271428571428571,8,1,0.3,13118.0,1,6513.0,64,58,0.9063
322,OGLemur,Lemur,Common,32.37107985083384,21.97062386432465,40.918194758189216,25.641358641358643,54.833399248566344,159.14061099999998,3,0.6416341457465561,0.32402741850242633,1,nan,nan,0.0080999,0.035,0.038425,0.002,0.0035,-0.00041070106280122464,4.321041000506179,3,1,43.7,6079.0,6,239.0,78,74,0.9487
323,coperto_xbt,Coperto,Common,32.32692597858673,22.400161518271755,57.53871945535781,38.992007992008,7.891866060246523,100.469417,1,0.8980961715524667,0.7667863782311779,0,nan,nan,0.001681,0.00999999999998,0.0837017999,0.0029,0.0029,-0.00016768453656949028,5.948839976192743,17,1,85.9,2435.0,1,3431.0,103,94,0.9126
324,moneyfet1sh,moneyfet1sh,Common,32.309161358571394,28.278417120936805,39.28105921837637,29.95614269451479,34.57534111133083,845.113277,3,0.791091036998433,0.4653447698859361,0,6056.0,755.471398,0.00199,0.03,0.047422,0.0018,0.005,-0.0008717208764515168,15.07537688442211,15,1,19.4,5866.0,3,162.0,63,56,0.8889
325,0xTama_,Tama,Common,32.301445628101526,19.249394306480923,50.23055943376216,28.81018981018981,41.88006723353767,181.144292,2,0.8275686467145971,0.6362496953850498,0,nan,nan,0.006,0.0095,0.08823100000000002,0.0016,0.0068,-0.0017926588130152382,1.5833333333333333,8,1,56.5,5336.0,4,1047.0,84,80,0.9524
326,depressivehacks,depressivehacks,Common,32.230086417392116,28.859731475873208,37.36452715314586,24.64045257068513,42.77981016412893,666.305558,2,0.8915070349494262,0.595921370772449,0,8941.0,571.082143,0.001,0.00499999999998,0.058309,0.0015,0.0045,-0.0004095522678827423,4.999999999979999,21,1,10.5,5805.0,4,3948.0,77,69,0.8961
327,dachshundwizard,DachshundWizard 🧙‍♂️,Common,32.01212788829331,35.868917827579246,0.5259053661115517,36.187643751597236,68.63703776942852,1880.90091,2,0.8651909542133736,0.5337513980038421,0,683.0,1856.807375,nan,nan,0.002,0.001,nan,nan,nan,2,1,3.3,49965.0,3,393.0,20,19,0.95
328,twenty3ry,Twenty3ry,Common,31.662895586848414,32.4399353926913,37.60473894863439,20.706293706293707,34.296519675697056,440.64524400000005,3,0.8787809706397162,0.7060150003521789,0,nan,nan,0.00119699,0.0034999,0.0969289,0.0016,0.0035,-0.0014635795004389592,2.9239174930450544,10,1,24.6,906.0,4,271.0,79,73,0.9241
329,djDriverless,Beamish,Common,31.505133588080913,28.902483343428226,41.21134183150344,30.835182259600867,23.1617889394239,656.7913490000001,3,0.7955009871577982,0.6363504116939688,0,9609.0,537.393724,0.00119,0.0045,0.06739,0.0013,0.0035,0.0006328844556790657,3.7815126050420163,13,1,34.8,5304.0,2,1753.0,70,59,0.8429
330,iiamthatguyy,Anthony prev (The Honored One),Common,31.49506104819274,33.53462547950737,41.43345127015674,34.044955044955046,6.092380199064003,210.948977,1,0.9472214796994267,0.9207232242509067,0,nan,nan,0.00119897,nan,0.026296970000000003,0.006,nan,-0.000458684672550122,nan,17,6,10.7,1189.0,1,1777.0,1,0,0.0
331,Telcier,Telcier,Common,31.44730585228569,21.530234201494043,41.32992855529052,44.25541899960504,24.344308219629553,352.29262500000004,2,0.8384718261210331,0.5829389930882338,0,18504.0,272.250109,0.003,0.015,0.05136,0.003,0.01,-0.0017343551402156229,5.0,8,2,56.0,9713.0,1,3928.0,90,83,0.9222
332,0xbeiu,Beiu,Common,31.374572480630015,26.11195235210983,61.32890372235233,14.472527472527474,18.020400764616703,113.73584799999999,1,0.9089370043660341,0.8761542525975788,0,nan,nan,0.003,0.00349999999998,0.065889,0.0024,0.004,0.0010328075624757614,1.16666666666,16,1,3.3,2519.0,2,3066.0,71,67,0.9437
333,mountalba,mountalba,Common,31.322174837109802,23.67994144962649,36.95062106314177,26.556263503937924,48.675268604574526,292.854143,2,0.8109877348054729,0.7774171349499932,0,24247.0,171.085145,0.00089,0.01,0.06207,0.003,0.0035,-0.0016489501478013499,11.235955056179776,11,1,39.9,5344.0,5,3622.0,97,85,0.8763
334,xFactorPOL,xFactor,Common,31.100390415719126,24.85887341005451,30.805724156160167,39.61032572079083,36.88896578999407,422.407691,3,0.7778932417259125,0.557354906439096,0,15154.0,336.545975,0.00178,0.0058,0.030889999999999994,0.0015,0.0031,-0.0001914831807997563,3.258426966292135,10,1,78.8,6749.0,3,950.0,76,72,0.9474
335,Allenbaez126,ALLEN 🐺,Common,30.883375642820265,18.137643852210783,48.64765408393812,27.62134958065191,39.61423109880693,323.975347,2,0.7925214599771666,0.4841531429269367,0,18422.0,272.912705,0.0012989,0.0299,0.11240000000000003,0.0019,0.0035,0.009245195606604646,23.019478019862962,7,1,39.6,11928.0,2,7053.0,56,51,0.9107
336,DWDrummer_eth,DWdrummer,Common,30.498550208638534,15.800070664243894,51.63679051888823,25.225774225774227,41.49446312042713,173.046052,2,0.7702729938094814,0.5289208418333629,0,nan,nan,0.003,0.1,0.07065000000000002,0.003,0.01,-0.0015251779976546375,33.333333333333336,10,1,43.0,5261.0,4,1430.0,79,72,0.9114
337,CelticMatheus,Matheus Celtic,Common,30.14996706199753,40.75045427013931,0.9230769230769231,18.8345259391771,65.68073956891438,1650.7296629999998,3,0.8683248211485766,0.6356283799046115,0,1344.0,1471.674746,nan,nan,0.011349,nan,0.008849,nan,nan,2,0,nan,37578.0,3,860.0,1,0,0.0
338,byshagrath_,Shagrath,Common,29.931691406267028,13.019634564910154,36.8637102389291,55.54095904095904,29.331454749192538,127.86588600000002,2,0.7579324898274377,0.019038836060649045,0,nan,nan,0.0019799,0.008,0.05147,0.0027,0.0093,-0.0010564463881596528,4.0406081115207835,8,3,88.5,7452.0,2,577.0,85,78,0.9176
339,evans1vn,evans,Common,29.652112512574057,14.914445790430042,36.450577458727125,35.522814394907414,49.79417968492518,198.023548,2,0.7727533236709216,0.4261809023183539,0,27034.0,138.879694,0.0013,0.00609999999999,0.037300000000000014,0.004,0.0035,-0.00039162717317789387,4.6923076923,9,1,73.9,60341.0,1,5150.0,90,84,0.9333
340,bearish_af,BEARISH,Common,29.56716568572714,4.032051282051282,63.42519678299017,26.31668331668332,45.56472875881616,0.0,0,nan,nan,0,nan,nan,nan,nan,0.543729,0.015,0.03,0.00032727201795604445,nan,10,1,46.8,66669.0,0,nan,61,55,0.9016
341,ryannnsmit,Ryan,Common,29.465200096682246,16.99298405007066,44.78975241398192,20.142415723811073,49.61390152264188,233.04323,2,0.7835591350496187,0.5135913928730869,0,29783.0,111.94535,0.006199999,0.012,0.06386999999999998,0.0014,0.0045,-0.0002521263839597774,1.9354841831426102,4,1,16.4,11886.0,3,3390.0,83,74,0.8916
342,bigwil,bigwil,Common,29.410701170560472,39.832374318594795,0.057692307692307696,43.75635411100528,31.41371695998945,1206.493692,2,0.9308710636409343,0.6469724641666796,0,2788.0,1118.114412,nan,nan,0.0,nan,nan,nan,nan,0,1,56.8,13388.0,1,2788.0,18,17,0.9444
343,yvohvn,yv,Common,29.388406945727034,28.96320411871593,42.47454737300369,24.238761238761242,15.578241381583284,202.030832,2,0.9265077981848895,0.6424620526711415,0,nan,nan,0.00099,0.0039999,0.067617,0.00169,0.004849,-0.00035249828207435267,4.04030303030303,24,1,37.9,849.0,2,379.0,85,75,0.8824
344,nashahmed3,Nash,Common,29.132362082042157,25.944629517464165,35.686993759332275,28.109948191343545,28.07181464636477,689.83542,2,0.8705751784565398,0.5080011110624134,0,7800.0,635.223382,0.0029,nan,0.0075,0.0029,nan,0.0019097490082804205,nan,1,1,18.7,11152.0,1,5786.0,12,11,0.9167
345,krpisoweb3,krp,Common,29.034607276358315,17.899707248132444,48.42338157938118,25.51571684129824,31.10490409333597,365.330696,2,0.748616653322624,0.5142494130873763,0,15108.0,337.519213,0.005,0.004749,0.08833800000000001,0.0012,0.004848,-0.007723538505704698,0.9498,12,1,26.3,4597.0,3,11254.0,76,73,0.9605
346,BlueWolfNFTs,Blue 💙🐺🐐,Common,29.02495025931963,19.428780537048254,47.44003053884653,28.998123969054205,23.958704106519015,411.229536,2,0.8279824683423537,0.41583982845154593,0,14255.0,358.650123,0.0023,0.0089,0.066517,0.0015,0.00409,-5.076325767512842e-05,3.869565217391304,11,1,39.9,9640.0,1,6230.0,81,75,0.9259
347,0xasrequired,as required (LI.FI/Jumper),Common,28.733670031035746,28.37068443367656,43.29518006319431,24.768284041539857,10.719629556390482,491.593557,1,0.880910155596453,0.9200413264562138,0,10677.0,486.480619,0.002,0.0039999,0.05817,0.0018,0.0035,-0.001115012185515295,1.99995,15,1,15.3,4434.0,1,10677.0,71,60,0.8451
348,darkanft,D A R K A,Common,28.650577001778725,15.94690086816071,50.66961922688853,27.489010989010985,27.377397666600753,33.041158,1,0.6801508806320353,0.9281716736031975,0,nan,nan,0.0019,0.0039999,0.09906299899,0.0025,0.00389,-0.0011236897909026038,2.105210526315789,11,3,0.3,1764.0,3,10769.0,76,70,0.9211
349,0xAmne,Amne,Common,28.623188850188555,23.999394306480923,33.10249839328429,26.22630276700044,36.68363983916683,344.280834,1,0.8347219898499805,0.9374315039564474,0,14818.0,344.280834,0.0015999,0.00799999999998,0.045927999999970014,0.00135,0.003,3.391855556297714e-05,5.00031251951997,10,1,28.4,18571.0,1,14818.0,73,66,0.9041
350,Nadir_Nfts,NADIR || Community Builder,Common,28.614741399968754,22.12118917827579,46.4582182199012,21.825517505750064,25.244051150220812,405.001469,2,0.8543023693848983,0.5233107917183076,0,15961.0,322.267702,0.00489,0.0489,0.060758999999999994,0.002,0.005,-0.0012297080975675093,10.0,8,1,14.1,10086.0,1,3817.0,69,63,0.913
351,Love2Ideate,Ｒ��ｃｋ 🪨💡,Common,28.526118935334424,12.760852008883505,32.47787472122817,60.85614385614386,20.8738712016347,71.35487700000002,1,0.8672072232617541,0.04272081047513863,0,nan,nan,0.0013,nan,0.0387799,0.002,0.0035,-0.00036722559220459184,nan,10,2,98.2,8273.0,1,4471.0,87,79,0.908
352,bitrusxbt,bitrusxbt,Common,28.183736066870683,28.93438320209974,29.204305843973437,14.472527472527474,42.762672203546245,292.200983,3,0.8514376135458556,0.35493548857687324,1,nan,nan,0.0014,0.03,0.044839999999990006,0.0014,0.005,-0.0004371806315755805,21.428571428571427,10,1,3.3,2011.0,5,424.0,95,84,0.8842
353,zera_chielo,Zera | ∑:,Common,28.062013515743814,21.04002624671916,34.91090185208215,30.934699021908326,31.542251664359632,296.586073,2,0.8202841415720672,0.6394471970932567,0,25866.0,151.699976,0.001099,0.0055,0.0853869,0.0014,0.0032999,-0.0013442251409492019,5.004549590536851,11,1,57.8,13516.0,1,2388.0,82,77,0.939
354,LaraTheRudeDuck,Lara (Trader arc),Common,28.00839432160229,16.039168180900464,37.390460623975855,46.55344655344655,19.562817217058864,58.004391999999996,1,0.5556410685405164,0.9221171694133801,0,39839.0,47.766664,0.0019,0.08,0.0556279,0.0018,0.00409,-0.0006467833914758555,42.10526315789474,9,4,63.7,3394.0,2,39839.0,88,76,0.8636
355,THE_INKSOMNIA,Seinde,Common,27.993873855549154,29.124470018170804,25.411023443747652,22.270398206444717,36.915002307033156,229.0351,3,0.7203828924557233,0.9436121617668305,0,33285.0,84.359988,0.001199,0.0199,0.044567999999999997,0.00139,0.004699,-0.0006240008602059275,16.59716430358632,10,1,26.6,10637.0,2,1698.0,58,53,0.9138
356,dustinvibes,dustinvibes,Common,27.951827477916005,9.208661417322833,27.21852328182118,68.67482517482517,24.858447037110274,70.64455000000001,1,0.8064985595057769,0.0,0,nan,nan,nan,0.039,0.03339999999998,0.003,0.00499999999998,0.0021564563862811782,nan,2,7,99.5,10034.0,1,6515.0,81,72,0.8889
357,0xSanixxx,Sanixxx (anarchy arc),Common,27.858227579424117,22.944225721784775,42.88028340021819,32.43741723392886,9.81988662579922,214.63942500000002,2,0.7880311949317851,0.8237685956494594,0,29061.0,118.1884,0.0058,0.01,0.041249,0.0016,0.005,-0.00029716717287400123,1.7241379310344829,8,1,65.2,3513.0,1,3360.0,68,64,0.9412
358,levithefirst,LΞVI,Common,27.786867217814777,26.706692913385826,45.69577498952614,19.87950421671352,11.362303078241382,544.370795,2,0.8794579305814905,0.6179744200747452,0,11698.0,444.802764,0.003299,0.003299,0.058089999999999996,0.0014,0.00479,-0.0006607794617955967,1.0,14,1,3.3,4869.0,1,3724.0,94,87,0.9255
359,Airdrops_one,Grey Ledger,Common,27.77972170159626,28.891580860084794,16.495631534037603,12.758241758241759,63.65022081603058,71.055899,1,0.9365588523567674,0.8673293216182205,0,nan,nan,nan,nan,0.00829,0.0017,nan,-0.00016580920574426643,nan,5,1,0.3,145243.0,2,2136.0,15,14,0.9333
360,stake_mm,stake_m,Common,27.750326950114008,23.134615384615383,35.257597938249134,20.415671537764563,37.32631336101773,497.945267,2,0.85337807273561,0.5256788086531867,0,11773.0,441.30145,0.001787,0.0064,0.10216900000000001,0.0015,0.0031,-0.012431716301788931,3.581421376608842,8,1,5.6,19592.0,1,5452.0,55,49,0.8909
361,mayamaster,ɱɑყɑɱɑεʂƚɾ,Common,26.547739509543078,10.330910559257017,39.834694787762956,36.6023976023976,34.24148045613341,75.798614,1,0.8261605631292881,0.07249478619046096,0,nan,nan,0.00198989,0.0052,0.04694999999999,0.0025,0.0041,-0.0016354122426218965,2.6132097754147217,14,1,80.6,16458.0,1,5853.0,82,76,0.9268
362,queenmoon1337,MOON (power up/arc),Common,26.35282062333037,15.345396729254997,33.40948463994381,31.123916780893527,37.58338276975809,198.10630099999997,2,0.7783496378518677,0.4443128833594245,0,28017.0,128.349484,0.00149999999997,0.009,0.03428,0.00199,0.0039,-0.0007871245190588656,6.00000000012,14,1,58.8,19656.0,1,4404.0,90,84,0.9333
363,Kudabajingan,Kuda 🐴,Common,26.299698896891325,26.428528164748634,17.38846717837781,28.467921613270452,37.91724342495551,627.077053,3,0.801108711515913,0.47843949380994855,0,8916.0,572.160724,0.00094,0.0079,0.04887,0.0015,0.004,-0.0011156213726263024,8.404255319148938,6,1,24.6,7040.0,3,766.0,83,77,0.9277
364,apurvajain24,Apurva Jain,Common,26.288739445425023,15.037199676963457,44.78696787856185,29.15177845410404,21.645079427855777,205.035613,2,0.7623386882581612,0.4173666465031145,0,25738.0,152.844016,0.001,0.00999999999998,0.06697789999994,0.002,0.00408,-0.0003441222849713262,9.99999999998,21,1,51.9,8677.0,1,6338.0,83,73,0.8795
365,KalkixWeb3,Kalki,Common,26.109032208776455,25.232737734706237,34.72858978791331,17.485514485514486,25.577911805418232,283.501336,2,0.8789578517895551,0.6755842812172326,0,nan,nan,0.00174,0.005949,0.038873000000000005,0.0043,0.0032,-0.0008475287066045113,3.4189655172413795,7,1,12.5,842.0,3,419.0,82,79,0.9634
366,YatMuseum,✨ 🐐 ✨,Common,26.047188613460975,9.105794467999193,64.63314753284823,0.3461538461538462,41.18235449212313,68.786296,1,0.8034690665003416,0.011228233036770313,0,nan,nan,0.00119987,0.002849,0.17495999999991999,0.009,0.00388,-0.000658762945816421,2.374423895922058,31,0,nan,24824.0,1,6617.0,84,67,0.7976
367,MatDefies,Mat,Common,26.021398602064306,12.870633959216635,28.100734070526926,31.04584369119253,50.92528508338277,114.02355299999999,2,0.6777423076240958,0.451642476840494,0,36721.0,63.272399,0.0018,0.0055,0.024179999999999997,0.0018,0.0022,0.00046052087198869584,3.0555555555555554,6,1,63.7,24530.0,2,7910.0,65,63,0.9692
368,jessyfries,jessyfries,Common,25.994203736188812,20.01801938219261,36.7757065722987,28.21354227168181,21.002405906004874,529.918576,2,0.8185185185185185,0.41921873148078537,0,10842.0,479.90696,0.003,0.003,0.04997000000000001,0.002,0.0069,-0.0005084439720538112,1.0,5,1,28.6,8291.0,1,8149.0,71,67,0.9437
369,defi_explora,m0h,Common,25.88502977471495,19.595901473854234,47.67436500149661,3.224060822898032,36.555105134796655,256.450249,1,0.7842953544141431,0.8349699017195376,0,19339.0,256.370792,0.001,0.015,0.05859989999999999,0.0035,0.0069,-0.0003000174880066939,15.0,23,0,nan,18419.0,1,19339.0,89,84,0.9438
370,AdrewXvii,ADREW from XVII.,Common,25.269476978629783,19.812386432465175,31.976579952714616,23.114478544711105,31.516544723485595,238.145898,2,0.7616376612690068,0.6930658474717942,0,36776.0,62.972888,0.0014,0.003949,0.056888879999999996,0.00165,0.004,-0.0017797371193337577,2.8207142857142857,10,1,31.5,8533.0,2,2240.0,75,69,0.92
371,jowenNFT,Jowen.eth 🔸,Common,23.85403252967176,14.754441752473248,41.88750904852136,20.782479148758217,22.159218245336497,170.142227,2,0.7584170354173758,0.47300750891038534,0,30281.0,107.926442,0.0027999,0.01334,0.046098999999989995,0.002899,0.005,-0.0018695459123947618,4.76445587342405,12,1,19.2,8890.0,1,4896.0,72,68,0.9444
372,doc_noonoo,doc_noonoo,Common,23.11408608949851,20.006561679790025,31.11354716235743,27.661640684896497,12.00497660009228,207.255983,1,0.7497852880486309,0.9517086257322763,0,22433.0,201.265405,0.004,nan,0.039577,0.002,0.0055,-0.001772843360274788,nan,4,2,0.3,5080.0,1,22433.0,68,61,0.8971
373,SHWEPPS_,SHWEPPS,Common,22.843397423556596,18.808701796890773,39.268019597528216,0.3461538461538462,36.224540241249755,170.72711300000003,3,0.7212025384893602,0.40834100464602946,0,nan,nan,0.001,0.00489999999999,0.055910980000000006,0.00179898,0.0031,-6.550929162514437e-05,4.89999999999,15,0,nan,2042.0,4,668.0,67,62,0.9254
374,imho_nft,imho,Common,22.708631093815814,21.995103977387444,33.782655156756334,18.61009920312246,11.61937248698174,232.679969,2,0.7261104561953218,0.8224601553419739,0,23026.0,191.612551,0.001249,nan,0.031726987000000005,0.0021,0.0035,0.000376921549984471,nan,10,1,9.0,5032.0,1,9796.0,48,43,0.8958
375,GaspodeWD,GaspodeWD 🎮🎙️📽️,Common,22.276003308081975,13.612305673329296,32.60739738594895,13.107078967544085,40.38543932502802,125.754764,2,0.7117823944533227,0.4700181094537891,0,36598.0,63.94576,0.00197,0.011,0.055029988999999994,0.0013,0.0039,0.0007121928620720255,5.583756345177664,5,1,0.3,12483.0,2,5664.0,50,45,0.9
376,GrafinkaVi,Vi,Common,22.07052603807401,4.032051282051282,48.86651519968908,39.61538461538461,2.11999868169534,0.0,0,nan,nan,0,nan,nan,0.001999,0.0099,0.1048195,0.0016,0.005,-0.001442903326436741,4.95247623811906,14,1,86.4,1500.0,0,nan,88,80,0.9091
377,voxelqueen,VQ,Common,21.794653306313677,22.3358570563295,12.32080284172854,17.936662175034268,41.28518225561927,277.693377,3,0.744483140530256,0.539765035782478,0,22415.0,201.515008,nan,nan,0.0031999999999999997,0.0012,nan,0.00047691524849195256,nan,0,1,6.9,13385.0,2,532.0,8,7,0.875
378,Sk0rpETH,Sk0rp.eth,Common,21.557528984329473,13.65379567938623,42.44711249423283,12.84545106056734,19.434282512688682,123.51609300000001,2,0.7105181398853118,0.4965046846178086,0,37075.0,61.543297,0.001997,nan,0.10934200000000002,0.0013,0.0042,0.00031077170201182036,nan,5,1,0.3,3258.0,2,5570.0,71,67,0.9437
379,BuzzMalx,Buzz,Common,21.448001476818938,16.803654350898448,24.82355758115998,29.55067606811793,17.40343418363984,164.348783,1,0.717037532764486,0.8421713677715945,0,25369.0,156.913962,0.0017,0.0359,0.039649000000000004,0.0015,0.005,-0.0007442880372932909,21.117647058823533,7,1,52.4,6927.0,1,25369.0,81,78,0.963
380,NF_Janner,Janner,Common,21.43119401909799,6.782556026650515,46.31163386164458,12.758241758241759,30.59076527585525,46.486746000000004,1,0.6851406338174582,0.05837108023522296,0,nan,nan,0.00099,0.005,0.08142000000000002,0.0027,0.007,-0.0008880247117012575,5.050505050505051,18,1,0.3,4148.0,3,10601.0,89,72,0.809
381,fud_berry,berry,Common,20.341866853234322,4.346153846153846,36.56619593377377,14.108891108891111,44.26718739700745,3.852729,0,nan,nan,0,nan,nan,0.001379,nan,0.03012696,0.0056,nan,0.0016146072390092834,nan,5,1,1.5,33231.0,1,nan,17,9,0.5294
382,0xBellinili,Bellinili,Common,19.999421598548828,11.574702200686453,36.261098446521,19.35564435564436,16.220914903434185,34.613278,1,0.6560634411476433,0.7158293346366195,0,nan,nan,0.00119,0.003,0.07111899999999001,0.005,0.0049,-0.0028834691811683764,2.5210084033613445,6,1,17.4,1192.0,2,11580.0,81,74,0.9136
383,bull_boiy,bull🪴,Common,19.991321810760112,14.938522107813448,38.55006956595405,17.9010989010989,5.321171972842924,25.579515999999998,1,0.6563604502658231,0.884469222732701,0,nan,nan,0.0026,nan,0.042438000000000003,0.0023,0.0035,0.0007970505726237385,nan,5,1,14.1,821.0,1,11570.0,90,78,0.8667
384,Just_Jibon,Nazrul Islam Jibon,Common,17.915710792787984,9.173531193216231,26.880858779008236,21.58941058941059,21.38801001911542,64.571303,1,0.8066470640648669,0.027618162433150434,0,nan,nan,0.0012,0.008,0.027290000000000002,0.0018,0.0027,0.0002324515616235082,6.666666666666667,8,1,27.6,8441.0,1,6510.0,65,63,0.9692
385,0xrif0,RiF0,Common,17.47506358681653,4.435897435897435,52.09925902724766,0.3461538461538462,17.377727242765804,12.903563,0,nan,nan,0,nan,nan,0.0009499,0.007,0.12538579999999996,0.0024,0.0033,-0.00042540535038200445,7.369196757553427,24,0,nan,1796.0,2,nan,94,83,0.883
386,adriadri,Adri 💜,Common,17.000101011980046,4.032051282051282,30.163207910724033,38.992007992008,0.3205128205128205,0.0,0,nan,nan,0,nan,nan,0.0029,0.02,0.044278,0.0022,0.0069,-0.0017441634360642721,6.8965517241379315,5,1,85.9,nan,0,nan,85,80,0.9412
387,juaneth77,Juan.eth,Common,16.6323831762824,4.884615384615384,22.07874313480275,12.758241758241759,44.04801924724804,50.09019599999999,0,nan,nan,0,nan,nan,0.0018,0.015,0.020999999999999998,0.0015,0.003,-0.0004233328987673931,8.333333333333334,6,1,0.3,2740.0,5,nan,74,67,0.9054
388,666Sixpaths,Sixpaths🐸,Common,16.55948636908312,6.894306480920654,28.299742624996824,18.57642357642358,20.07695603453958,52.483119,1,0.6283227895096379,0.3867526143982164,0,nan,nan,0.00094999,nan,0.04558999999998001,0.0019,0.0055,-0.0005109358584603006,nan,10,1,15.3,3667.0,2,12514.0,96,87,0.9063
389,senzer,Senzer,Common,16.433302935571515,4.032051282051282,41.56605867256229,16.602397602397605,7.389921560872718,0.0,0,nan,nan,0,nan,nan,0.00299,0.057,0.04872800000000001,0.0016,0.004,-0.00024691068082246213,19.06354515050167,10,1,9.5,5119.0,0,nan,79,69,0.8734
390,J0xhen,Jochen,Common,13.60837428966152,4.032051282051282,27.32437500402264,25.485514485514486,0.4490475248830004,0.0,0,nan,nan,0,nan,nan,0.002198,0.01,0.0432479,0.0011999,0.004,-0.0002855577446508872,4.549590536851683,6,1,43.5,305.0,0,nan,65,56,0.8615
391,LittleBladed,LittleBladed,Common,9.15192971601801,4.032051282051282,14.895198051551224,18.836163836163838,0.3205128205128205,0.0,0,nan,nan,0,nan,nan,0.001197,0.005949,0.035349,0.0014,0.0033,-0.0015479251937638083,4.969924812030076,7,1,15.6,97.0,0,nan,57,55,0.9649
