rank,xHandle,displayName,tier,compositeScore,dim_performance,dim_market,dim_engagement,dim_reach,totalXeetsExclXeetsgiving,competitiveTournamentCount,avgDifficultyAdjustedPercentile,signalRatioAvg,multiplierBreadth,cryptoCreatorRank,cryptoCreatorXeets,osFloorCommon,osFloorRare,ethSaleVolume,highestSaleCommon,highestSaleRare,priceTrajectory,rarityPremiumRatio,saleVelocity30d,ownCardsHeld,deckReachScore,followers,nicheDiversity,bestRank,totalSupply,uniqueCollectors,collectorDensity
78,viiibe,viiibe,Legendary,64.63425543192005,76.49192408641228,57.36828165731367,49.42563831517319,65.4019181332806,3127.2212310000004,6,0.9805750236442385,0.7392740388895856,1,5324.0,814.759566,0.005,0.008,0.113,0.0032,0.019,-0.0008395757120533266,1.6,4,1,85.2,18637.0,4,26.0,95,89,0.9368
79,MedusaOnchain,Medusa,Legendary,64.61470704746536,60.89683020391682,77.59354199285279,75.54128429709826,38.328884055105135,2028.1267910000001,3,0.9863416261555488,0.826864753084568,0,1096.0,1575.084161,0.0119999999,0.025,0.335004,0.016,0.05,-0.0038508036615627363,2.0833333506944447,11,2,94.4,11296.0,2,84.0,87,76,0.8736
80,Jackkk,Jack,Legendary,64.55179287615722,59.978800726832226,65.74720860915356,79.72415956136886,54.52425680574781,3447.765191,3,0.9477186034933552,0.6527821617409307,0,153.0,3319.68552,0.0068,0.049,0.7386299999998801,0.0052,0.039,-0.0036264708402438525,7.2058823529411775,7,2,86.2,33261.0,2,20.0,92,79,0.8587
81,katexbt,katexbt.hl,Legendary,64.3148059995819,77.19250959014738,49.81288318449956,65.76493274167693,52.210632127084565,4992.853061,4,0.9895040450478657,0.9293613251088306,0,160.0,3257.38802,0.004999999,nan,0.096699,0.004,nan,-0.015432728176015854,nan,2,2,44.2,29110.0,2,81.0,74,59,0.7973
82,scottybmitch,Scotty,Legendary,64.19729996089907,45.4934887946699,91.63908262364762,63.42365192946589,69.3693560081735,1097.212016,5,0.8451866545601023,0.6015713626149319,1,33917.0,79.842427,0.07,0.147,0.422599999,0.02,0.035,0.008389425777616064,2.0999999999999996,10,4,97.4,16421.0,5,47.0,85,77,0.9059
83,anytwocardzz,cardzz,Legendary,64.15248604457891,72.65616797900262,41.06786978170736,76.3170318054039,63.73096697646826,3710.4760070000007,4,0.9909746573813827,0.825239706410032,0,739.0,1799.127418,0.0011,0.012,0.069649,0.0025,0.0111,-0.0010073448093951586,10.909090909090908,11,2,92.8,17114.0,4,84.0,100,90,0.9
84,Febers4,Tat Thang,Legendary,64.13247623374454,79.03285887341005,48.718379047734004,59.31177543386846,56.51588557115549,4857.190696,8,0.9310979866930251,0.7477914999636242,2,888.0,1694.834204,0.00299,nan,0.056784799799989995,0.0025,0.0069,-0.00044648402222039916,nan,10,1,85.9,8406.0,5,3.0,92,84,0.913
85,GMB_AOB,GMB,Legendary,63.901389595538305,60.612406622249146,73.44948904505216,73.03580140789444,44.57929602531145,3334.7914390000005,5,0.8820241369094729,0.45792386896791326,2,442.0,2077.731556,0.008998,0.025,0.30448999,0.00929,0.06,-0.016871993657575374,2.778395198933096,11,1,98.5,6434.0,4,18.0,74,66,0.8919
86,merheb,merheb (streamer arc),Legendary,63.870071646424755,70.82636785786391,66.99286907095829,49.93945589294427,58.689440379671744,2731.31655,7,0.9122044194586242,0.8104245976750554,2,6005.0,758.860598,0.006,0.04,0.053200000000000004,0.00689,0.007,0.0022713734733921533,6.666666666666667,10,1,86.7,7380.0,6,19.0,78,77,0.9872
87,CrypSaf,SafZ,Legendary,63.69347597476748,62.73425196850393,66.34101220681123,69.56502218711522,54.01011798826709,3806.6135839999997,2,0.9873535867910856,0.7929244884450859,0,156.0,3294.299885,0.018,1.0,0.10559900000000003,0.008,0.022,-0.0029721851993395007,55.55555555555556,7,1,91.0,32693.0,2,156.0,87,76,0.8736
88,Rempo1,Rempo,Legendary,63.518208963140275,72.44765798505955,41.614951335814524,68.1352658968938,70.05569837189375,4043.5915400000004,17,0.8890401038680935,0.6150727513118409,2,917.0,1677.528835,0.00489999,0.0069,0.036377980000000004,0.00144899,0.0029,-0.000509641932010693,1.4081661391145697,12,3,72.9,10632.0,7,14.0,92,85,0.9239
89,ilodiwow,ilodi wow,Legendary,63.35360973588155,64.7450030284676,46.88031674859696,81.90399135747973,62.364873772328785,2901.500194,4,0.9771964281379015,0.655327342403095,0,322.0,2234.299446,0.0055,0.03,0.048967000000000004,0.0055,0.01,-0.002122941121953641,5.454545454545455,6,3,91.8,91992.0,2,112.0,88,80,0.9091
90,PhinTotten,Phin,Legendary,63.291232032230106,70.65122148193015,50.16559908850078,65.40338731036405,62.724441368400235,4045.715388,4,0.9597131007658826,0.8353491781117481,0,157.0,3288.056055,0.002329,0.05,0.11320000000000001,0.0048,0.014,-0.001316375404960954,21.468441391155004,5,3,31.5,29676.0,3,137.0,75,67,0.8933
91,MINHxDYNASTY,۟,Legendary,63.23027817819801,63.51877649909145,64.97651570522709,54.63199591106567,71.01492980027685,6051.303766999999,4,0.9052203734252049,0.6839211897158368,0,58.0,5859.320078,0.012,0.5,0.4070000000000001,0.0069,0.04,-0.019986579238709404,41.666666666666664,5,1,43.2,71170.0,3,24.0,70,57,0.8143
92,BawsaXBT,BAWSA,Legendary,62.99970031079709,74.06374924288309,51.115718034123475,54.776212159933095,64.2668578208424,4929.004436,8,0.9085048365236984,0.6359750714755985,2,305.0,2275.843347,0.005,0.1,0.07310000000000001,0.005,0.012,-0.0040273556696173414,20.0,5,1,58.6,32829.0,3,4.0,96,90,0.9375
93,dazzlercoin,bewise,Legendary,62.86585025661369,78.72138098122349,34.10546807400295,58.46799711915991,74.38220947861052,5997.257856,10,0.9399169583545893,0.8074600572076911,0,471.0,2042.9834,0.00369,0.015,0.027500000000000004,0.0016,0.0069,0.0021125174996946723,4.0650406504065035,3,1,77.2,21049.0,5,7.0,76,72,0.9474
94,itskkoma,itskkoma,Legendary,62.708120226692486,85.31208358570564,37.790211734776264,55.68892735171805,53.31965592248369,6350.098981,8,0.9549850926044233,0.8797651443267585,1,363.0,2165.006375,0.00399,0.02,0.04920000000000001,0.0022,0.0081,-0.003248893419233361,5.012531328320803,8,1,64.7,9993.0,4,4.0,78,71,0.9103
95,xxCJ78xx,CJ78,Legendary,62.57808714062511,66.10685443165758,58.87675375186698,67.88375577910462,52.26270516116274,2919.0983020000012,12,0.887686535237089,0.44079744885652805,5,15760.0,326.249106,0.0085,0.049,0.0421,0.009,0.004,0.0016394876010126784,5.764705882352941,5,14,96.4,5156.0,6,9.0,94,74,0.7872
96,0xxNathan,Nathan,Legendary,62.544994306501046,63.78205128205128,54.78623904772006,78.38770531793789,51.05381978775295,3295.817879,3,0.9698387836657294,0.7500189377251026,0,521.0,2005.347849,0.00269,0.008,0.10432699999999999,0.003,0.012,-0.01147479032351154,2.973977695167286,14,2,93.6,24547.0,2,140.0,92,85,0.9239
97,what3verman,✨whateverman✨🎙️,Legendary,62.54332842313602,60.571118514031895,73.81442269570968,63.02115326533931,48.380297936853204,2983.995649,2,0.9883625844579615,0.8133776445020613,0,260.0,2453.894942,0.0055,0.015999,0.27492900000000003,0.0053,0.029,0.0027247040392119402,2.908909090909091,6,1,82.4,49650.0,1,260.0,107,102,0.9533
98,SHADOW_NFT15,SHΔDOW,Legendary,62.4978441224696,68.6986169997981,51.08659415465006,49.864478544711105,81.82568716630414,2626.343667,8,0.9163231008703425,0.9264850584267434,0,1255.0,1503.247522,0.0017,0.049,0.086447,0.0024,nan,-0.000236850708697618,28.82352941176471,10,1,64.5,26649.0,6,24.0,92,85,0.9239
99,AshleyDCan,Ashley,Legendary,62.489101716045056,57.12295578437311,67.57510020297013,65.22184791952233,64.67849845099202,3774.42895,3,0.9377507947970235,0.5203962015621678,0,139.0,3613.419054,0.02,0.019,0.08149899999999999,0.0069,0.015,-7.8072506828473e-05,0.95,3,1,81.3,190710.0,2,139.0,76,69,0.9079
100,HollanderAdam,Adam Hollander,Legendary,62.342317072271,51.460882293559465,80.43547886549929,69.55022303278116,51.5936655461077,3607.088683,2,0.9331272431934163,0.5448039911014357,0,144.0,3538.284057,0.0094,0.1424,0.14909999999999998,0.012,nan,0.0023830255480546355,15.148936170212766,7,1,90.5,86975.0,1,144.0,83,74,0.8916
101,ryandcrypto,ryandcrypto,Legendary,62.33699400401434,69.38350494649706,67.25210385428153,40.05475338614873,65.06410256410257,4318.1675510000005,3,0.9587640620591543,0.9856028455577505,0,178.0,2980.187747,0.007,0.015,0.06254000000000001,0.0048,0.01,0.0018888524537838517,2.142857142857143,9,1,0.3,233956.0,2,1.0,53,49,0.9245
102,shotguncaio,shotgun,Legendary,61.74799320701841,72.36235614778923,53.011066607817696,41.56630578723602,74.91348625667392,4116.928066000001,5,0.9695262392820618,0.7499966506749154,0,494.0,2023.747254,0.004,0.019,0.058888999999980006,0.003,0.019,-0.0006117357068872091,4.75,9,1,15.1,40676.0,4,15.0,78,77,0.9872
103,vohvohh,voh,Legendary,61.72470617649103,60.9382192610539,73.88367099632919,39.44428826986966,73.264287126755,4252.992523,4,0.8909890324758382,0.7590154998474045,0,219.0,2640.091239,0.0055,0.029,0.66627999999999,0.014,0.05,-0.005066634540054884,5.272727272727273,11,1,0.3,116488.0,3,13.0,71,62,0.8732
104,MookieNFT,Mookie,Legendary,61.39969534486055,61.552745810619825,41.84195855108031,64.81416258160444,89.03516577681103,2492.07849,5,0.8853986160555831,0.7676080777683452,1,816.0,1741.223699,0.005,0.2,0.04249900000000001,0.0021,0.007,-0.0004220640678229166,40.0,6,2,66.5,150737.0,5,69.0,86,77,0.8953
105,quan_eth,Quan,Legendary,61.317008062666886,75.79906117504542,34.81293984656804,54.91287781985457,75.41048711357195,3858.1409209999997,8,0.945961258948731,0.652330828221098,1,899.0,1688.22245,0.00169999999999,0.0125,0.0426,0.003,0.0135,-0.0005177201966314579,7.352941176513841,7,1,76.2,23622.0,5,25.0,93,89,0.957
106,SALAMANDER12_,SALAMANDER,Legendary,61.18942617418507,72.10756107409651,74.96889231842104,27.050827079896848,54.626754993078904,3568.632461,5,0.9733541790921322,0.7784847012006926,0,5617.0,789.661397,0.004,0.01,0.14728999999999998,0.02,0.015,-0.0009232597488477316,2.5,13,1,9.2,16713.0,3,1.0,80,72,0.9
107,maskjiro,MaskJiro🫎,Legendary,61.16226850320709,78.07909347869976,42.11540460435515,57.908271960597546,52.13417045679256,4329.384423,8,0.9301144599877671,0.798924029643996,1,3953.0,951.448555,0.00249,0.0069,0.0584397,0.0014,0.0069,-0.00010532107121364412,2.7710843373493974,10,1,95.7,5146.0,6,16.0,71,67,0.9437
108,diegoarmandoAD,DIEGO,Legendary,61.135088483262635,75.17085604684029,28.6191258631382,76.75813721162558,57.06891437611232,3511.474361,5,0.973410024878031,0.6617145534187874,2,1740.0,1339.333991,0.00149,0.05,0.045777000000000005,0.001999,0.0095,-0.0023808711644826256,33.557046979865774,10,2,97.2,18843.0,3,6.0,98,95,0.9694
109,Dashke,Dashke,Legendary,60.609856139716975,70.6071068039572,38.99762382140467,62.57068512882467,67.35646958011996,3549.0020910000007,10,0.9172373022672382,0.4379299445386736,2,3372.0,1027.416068,0.003,nan,0.042255,0.003885,0.0042,-0.0020254937969779946,nan,8,1,98.5,9664.0,7,6.0,91,84,0.9231
110,ChrisJourdan,Captain Zwingli 🍌🎙️,Epic,60.593940271410766,59.676761558651314,55.24736746387397,64.91081012011244,66.19487838639509,2376.5169530000003,6,0.8912190649368775,0.7931443644919903,0,635.0,1897.076287,0.005,nan,0.055847,0.0069,0.005,-7.47917139380401e-05,nan,3,2,63.2,40539.0,3,54.0,72,68,0.9444
111,UxGsol,UxG,Epic,60.54646273020779,64.38522107813446,46.65324343104787,61.66111214367028,71.9789400830532,2506.826089,4,0.9783629409444283,0.7139958237775137,0,3719.0,980.251958,0.004,0.03,0.0386933999,0.0022,0.004,0.0003955032327089802,7.5,9,2,79.8,89844.0,3,5.0,84,76,0.9048
112,0xTJustin,JuStin (Creator arc),Epic,60.491757583788115,72.2038158691702,46.17537684996093,57.52666519526984,57.07369323050557,5588.554934,14,0.918438111185111,0.5667252868105533,0,1734.0,1341.056467,0.0019,0.003,0.044988,0.003,0.0055,0.0008135086007055543,1.5789473684210527,10,1,86.7,5506.0,7,4.0,79,70,0.8861
113,0xleegenz,le.hl,Epic,60.31922149229649,61.49379164142944,72.48803328409605,49.53484306391283,51.284852679454225,3087.778813,5,0.895021075597332,0.8041674685898093,0,272.0,2401.325004,0.0045,0.05,0.08928999999998,0.005,0.025,-7.631523201111365e-05,11.111111111111112,15,0,78.0,13279.0,3,54.0,93,87,0.9355
114,kaitoxbt,Kaito,Epic,60.20127967480854,59.195840904502326,55.90590719604421,63.88654949701461,65.12771076395755,2191.236198,3,0.9744931658412538,0.7599416301544263,0,1228.0,1521.189151,0.0049,0.025,0.06771899999994001,0.0023,0.004,-0.0007273407202237289,5.102040816326531,10,3,61.4,12059.0,5,98.0,89,81,0.9101
115,WEB3Eliza,Eliza,Epic,59.67513036533242,60.15859075307895,64.51112123168876,51.12791859303486,61.72220025047788,1786.009056,3,0.9797223541669204,0.9086531711427313,0,1268.0,1499.645588,0.002,nan,0.07523,0.005,0.02,0.002029556456202859,nan,13,1,68.5,88161.0,2,153.0,90,85,0.9444
116,thegreatola,Ola Ξlixir,Epic,59.5949294950379,61.10195840904503,72.12178622300775,38.45923843598263,62.879012589809506,1997.425279,4,0.9797298496272424,0.7029002994416217,0,4143.0,931.358186,0.005,0.022,0.13867999999999997,0.0069,0.02,0.0025523087023937114,4.3999999999999995,6,1,44.8,106111.0,2,51.0,74,59,0.7973
117,wilson_,WILSON,Epic,59.569477233658155,68.74167171411266,54.440241094756885,30.440966010733455,82.49703381451454,3223.8902199999993,4,0.9727672994303822,0.5920060827122757,1,2781.0,1118.93118,0.0032,0.0048,0.06968099999999999,0.01,0.0054,-0.000747379596080695,1.4999999999999998,4,1,7.2,158394.0,4,47.0,92,89,0.9674
118,crazino87,Crazino.eth,Epic,59.37685526177197,57.803704825358366,50.33083323034835,82.43527983644263,47.90406037835344,2408.4479229999997,5,0.8591009776291589,0.7009233570104186,1,957.0,1650.523563,0.0015,0.012,0.06702444,0.00489,0.03,0.0012824271269734607,8.0,7,4,97.4,5211.0,5,118.0,82,73,0.8902
119,joxiecoxie,JoxieCoxie🧦💜 (authentic chaos arc),Epic,58.89839631167598,68.57455077730667,67.52362124880926,51.325366493971146,28.817315931711818,2898.8640160000004,5,0.9425226529133838,0.6363183830041667,2,5987.0,760.110602,0.002,0.008,0.09580000000000001,0.007,0.007,0.00906710232157897,4.0,10,1,90.0,7361.0,2,12.0,102,94,0.9216
120,loshmi,Loshmi,Epic,58.86053329714569,59.09489198465577,62.77227829445419,63.290331761261996,45.8096038494496,3319.3632900000002,3,0.9256641388294526,0.7755325217036225,0,200.0,2776.15248,0.0049,0.017,0.16507000000000002,0.008,0.019,-0.0034146788990472706,3.469387755102041,7,1,80.3,40298.0,1,200.0,96,82,0.8542
121,emilios_eth,emilios.eth,Epic,58.8417436201148,68.38794669897032,70.99342386720701,44.76443324117743,31.90214883659614,3144.634665,3,0.995198409569591,0.8709687799016012,0,916.0,1677.778997,0.0054,0.015,0.15865,0.01,0.03,-0.0005026880056934055,2.7777777777777777,7,1,41.7,8783.0,2,48.0,66,57,0.8636
122,alphabatcher,Alpha Batcher,Epic,58.82679743683198,62.221936200282656,60.636385562673,35.78149757219525,77.48418034407752,3052.81847,5,0.8919758952526708,0.8681102836977264,0,507.0,2014.523609,0.004,0.00389999999999,0.06609799999998002,0.00199,0.004849,0.0003792010057598784,0.9749999999975,16,1,0.3,51862.0,4,123.0,88,77,0.875
123,anda765,Anda ☀️,Epic,58.80604585007751,65.40879265091863,42.89214969153418,68.76161048254072,54.447795135455806,3063.2252959999996,5,0.9301633061665155,0.7860867709270644,0,2575.0,1153.71424,0.004,nan,0.06109,0.0025,0.01,-0.0018820006467035167,nan,6,2,88.0,5924.0,6,31.0,77,73,0.9481
124,jade_defi,Jade 💋,Epic,58.66321741759903,63.701695941853416,58.30038656076093,56.96407081290802,48.09752158723881,1854.614397,4,0.9479619409656319,0.7962507337790223,1,3115.0,1065.847234,0.005,0.011,0.07963,0.005,0.009,-0.0029627998238705264,2.1999999999999997,9,1,93.1,20148.0,2,46.0,84,75,0.8929
125,parcifap,Parci,Epic,58.56542981439683,74.00580456289117,39.97261595781142,48.28844411402551,62.08176784654934,3506.486642,5,0.9827556702797595,0.8426479638984385,0,4451.0,898.959672,0.001599,0.0053,0.107079,0.0015,0.005,-0.0010210419722676233,3.314571607254534,8,1,80.6,25962.0,3,3.0,89,86,0.9663
126,m00des,andrazmode,Epic,58.105970152318996,67.59322632747828,37.94805445764234,62.638036382222424,60.36039153648408,2892.594936,5,0.9484700498739731,0.8085667476452558,0,1502.0,1419.342856,0.002,0.022,0.0702693,0.002,0.01,-0.003467116064846295,11.0,8,1,95.1,8145.0,6,26.0,77,72,0.9351
127,Shivfreespirit,Shiv ✍,Epic,57.99332001200262,69.52402584292348,46.510564981778856,48.25975187603095,59.36078702788214,4010.1764290000006,7,0.8908671924887807,0.6596094292057302,2,929.0,1667.271185,0.00169,0.35,0.07098989999,0.0027899,0.012,-0.002683968297591106,207.1005917159763,15,1,55.8,13002.0,4,36.0,87,83,0.954
128,zacxbt,zac.eth 🧙🏻‍♂️♦️,Epic,57.83034493520107,48.83181909953564,68.22997103797383,43.2802894779639,83.89377760200382,1903.7808690000002,3,0.9374063704119834,0.4818487672180794,0,794.0,1758.051463,0.008899999,0.022,0.23708,0.00798,0.029,-0.0055406586547880055,2.4719103901022907,8,1,30.4,49969.0,5,68.0,72,58,0.8056
129,DonPudgy,Don,Epic,57.45861605306097,58.7961841308298,50.631862816189425,65.95198987059453,53.9451914837519,2728.842265,6,0.8891252077494332,0.7145565602661429,0,726.0,1811.912036,0.00447,nan,0.059849,0.0018,0.0055,-0.00016616452314705977,nan,9,1,95.1,7293.0,5,66.0,91,85,0.9341
130,AndrewAsksHow,Andrew Forte,Epic,57.17359555667465,58.88693720977186,45.6117286746848,55.37633296935623,74.27081273482301,1847.08743,6,0.9068203049900377,0.8092257976895803,0,1954.0,1280.405571,0.002499,0.0349,0.0804,0.003,0.009,-0.0035456114738452397,13.965586234493799,8,1,84.4,38416.0,4,116.0,90,87,0.9667
131,austiinxbt,awestin.eth,Epic,57.145323077450676,68.75060569351908,41.59342470977036,69.24170596845016,35.98922285940281,2941.50676,5,0.945643217689522,0.882686323154406,0,455.0,2061.92968,0.00104,0.012,0.05659299999999999,0.0024,0.0055,0.00023507799203162355,11.53846153846154,11,1,96.2,6404.0,3,32.0,89,80,0.8989
132,juliadziesinska,Julia,Epic,56.737132473491975,52.92570159499294,69.55070681885194,47.59265734265735,57.73762441500231,1083.41284,3,0.961013742690246,0.9070034401265993,0,5115.0,834.54349,0.00413,0.011,0.10597999999999,0.0034,0.01,-2.415884987080007e-05,2.6634382566585955,12,1,80.3,48713.0,2,56.0,110,107,0.9727
133,ethmaxi,big daddy brando,Epic,56.264202818821474,52.347163335352306,67.54855837087113,36.567966916804124,74.16403005734625,2047.4818119999998,3,0.9483221693769348,0.5780408269810777,0,685.0,1855.279045,0.00229,0.022,0.11437,0.00448,0.05,0.002523300169897958,9.606986899563319,11,1,4.9,164606.0,3,362.0,94,86,0.9149
134,cryptodaaddy,Crypto Daddy ֎,Epic,56.10707135106539,64.09241873611953,45.204856269300606,35.63199591106568,80.28327071386198,2064.58674,9,0.9177744696209219,0.5760439670757743,1,2994.0,1085.50838,0.0038,2.2,0.049428,0.003888,0.0065,-0.0007586009075083331,578.9473684210527,7,1,26.3,24193.0,6,50.0,79,74,0.9367
135,HelloBenWhite,Benjamin,Epic,56.041522829187066,60.26115485564304,43.53881370572544,49.2823281369793,74.63927888735087,2276.412734,4,0.9268947577438316,0.8781080215141476,0,581.0,1945.018384,0.001198,0.0055,0.22148698,0.0015,0.0055,-0.004989119533766892,4.590984974958263,20,1,49.9,21583.0,5,28.0,86,77,0.8953
136,Crypto3Rain,Rain,Epic,55.8784266044294,63.025994346860486,40.498515708038646,58.691268034291284,58.70097554544856,2304.854964,5,0.9255438315593514,0.6681116839353004,1,3551.0,1001.814251,0.002949,0.009,0.028109,0.0028,0.0029,0.00023414950573490275,3.051881993896236,8,1,95.9,9553.0,5,73.0,71,68,0.9577
137,vikktorrrre,Veee,Epic,55.87349579036828,70.6361296184131,46.74865549531393,49.791766373161714,39.82351196361479,3027.5311789999996,5,0.9615939724710483,0.8648700905479249,0,2248.0,1215.346159,0.00399,0.033,0.050749,0.002,0.0032,-0.0009430560089617757,8.270676691729324,12,1,73.7,4689.0,4,96.0,90,86,0.9556
138,adamagb,Untamed Adam 🐺,Epic,55.866987197156966,59.200736927114875,50.534660161174216,53.93220732755616,58.44390613670819,2324.724215,5,0.8798018477563238,0.7424312201285745,1,4615.0,882.199423,0.0016,0.0055,0.07431699999989999,0.004,0.01,-0.0004090739216252594,3.4374999999999996,9,1,92.6,9305.0,5,19.0,95,84,0.8842
139,IdMintThat,Mick ➡️ ETH Denver ✈️,Epic,55.75166597320468,62.77796285079749,39.243014769548125,58.74412215691286,60.53935139410718,2075.680851,5,0.9307883494494291,0.6624484682951813,1,788.0,1762.20697,0.001,0.01,0.05067,0.0045,0.009,-0.00014720449444606865,10.0,9,1,84.1,23942.0,3,9.0,80,76,0.95
140,leiane1,Leiane.eth  ☮️,Epic,55.71091124566663,55.75550171613163,47.22634270147765,61.333370118253846,62.2363390679586,1807.096376,3,0.9689539858801722,0.4574635205576416,1,2761.0,1122.321676,0.003,0.02,0.065064,0.0035,0.0064,-0.003740299241857953,6.666666666666667,9,1,96.9,91800.0,2,14.0,88,82,0.9318
141,Kaiz_294,Kaiz,Epic,55.63295764618874,66.3844134867757,50.107928459242274,43.156912854587276,52.80551710500296,2094.025076,7,0.9183831513668892,0.7696315215286286,1,3650.0,988.936421,0.0048,0.03,0.073729,0.003,0.0055,-0.011235677961007039,6.25,8,1,60.1,9670.0,4,41.0,70,65,0.9286
142,AzFlin,AzFlin 🌎,Epic,55.60170069927749,73.01221481930142,35.319797098821866,48.483551332388544,52.46770153582492,6495.688707,3,0.9810264341810017,0.8464957763822994,0,62.0,5754.19958,0.0025,nan,0.040142460000000005,0.0032,0.005,-0.0010098171557392712,nan,6,1,17.4,29447.0,2,62.0,73,60,0.8219
143,davidonchainx,david 🔛⛓️,Epic,55.436363783472004,60.4653240460327,45.18205100234122,58.417936714448345,55.140893810559625,2741.1970180000003,2,0.9898200231581642,0.8536628809492919,0,462.0,2056.472106,0.0042,0.05,0.0553184999,0.004989,0.009,-0.0024060403276406285,11.904761904761907,6,1,76.5,17088.0,3,462.0,94,85,0.9043
144,_Craig_,Craig,Epic,55.15183208580156,59.893953159701184,52.54392214033884,53.06139790442116,49.63993803968096,1552.082358,5,0.9348448564889082,0.6494313150823585,2,10858.0,479.282852,0.00229,0.01,0.07169500000000001,0.0015,0.009,0.0023522476842320404,4.366812227074236,12,1,97.4,22205.0,2,10.0,89,83,0.9326
145,Bellerophontis2,NancyNik,Epic,55.031593639647305,69.18377750858066,29.11239991651197,65.88871593522757,46.014929800276846,2402.677713,5,0.9549100803793034,0.7474997430371417,1,918.0,1677.389424,0.00159,0.05,0.0405299,0.0027,0.01,-0.0012092486447507773,31.446540880503147,7,1,96.7,10212.0,3,74.0,83,76,0.9157
146,edoweb3,edo,Epic,55.02591918422337,68.74298405007065,50.06258834244106,58.36885788629975,22.26204600883264,2860.1914420000003,4,0.9878496685720173,0.8165403450084902,0,2008.0,1266.152239,0.0025,nan,0.07568889999992001,0.00258,0.007,-0.001908030962397867,nan,12,1,90.8,5141.0,2,82.0,88,84,0.9545
147,ZhugeLyang,LuBu (privacy szn),Epic,55.003195574037036,68.83363618009287,36.32887410253769,72.83105266826196,25.47541361808714,2386.409013,4,0.9873119119192302,0.9219731547799209,0,868.0,1708.504833,0.0012,0.003899,0.05419499999999999,0.0016,0.004,-0.0010489141070416928,3.249166666666667,18,3,82.9,6288.0,2,13.0,95,86,0.9053
148,elenionchain,Eleni,Epic,54.949465042890225,55.70921663638198,48.15592171368341,63.24064888599773,53.19112121811351,1754.20423,8,0.8843448977410837,0.7257875320475451,0,2642.0,1141.095879,0.00104,0.00999999999998,0.091259,0.0029,0.0028,0.0075801580955168904,9.615384615365386,7,1,98.0,9868.0,4,41.0,95,88,0.9263
149,SirJoey,Sir Joey,Epic,54.85182303149166,58.655208964264084,37.957783164136025,81.04400831726413,37.9432799419946,2350.560465,2,0.9863130078668955,0.884546481860077,0,750.0,1791.917381,0.00129999999999,0.009,0.04798499999999,0.0015,nan,0.006545549271408538,6.923076923130178,11,4,94.9,11122.0,2,640.0,94,83,0.883
150,cabenX,Caben,Epic,54.82575659769683,71.14824348879466,52.23325363891145,27.322195246613852,52.29137828752225,4230.34502,9,0.9019157019584768,0.6173825483902464,1,2794.0,1117.657613,0.0044,nan,0.06871000000000001,0.0012,0.006,0.00040044669935531064,nan,10,1,0.3,9584.0,4,13.0,90,83,0.9222
151,ruledout_,RuledOut xD,Epic,54.80293540192034,65.12850797496466,53.894887957343535,34.647776641962686,55.655032628040345,3109.8829419999997,4,0.930717277702614,0.8879863624034686,0,671.0,1862.964295,0.001,0.0095,0.12909900000000002,0.0018,0.0035,0.0009625058413497029,9.5,20,1,0.3,17676.0,3,58.0,86,80,0.9302
152,0xchainBob,bobby,Epic,54.69330938941498,52.935241267918435,41.63648986399191,69.58384638617197,61.28880759343484,1795.389576,2,0.9775927987895703,0.7999344528371293,0,2050.0,1256.910695,0.0035,0.01,0.0628019,0.0015,0.0055,-0.00130588265934101,2.857142857142857,9,3,84.4,14091.0,4,739.0,82,77,0.939
153,AnIdiot,AnIdiot,Epic,54.626230919216,52.98500908540279,45.413865130006045,76.17181074739214,45.6293256871663,2003.000395,5,0.8372408415356045,0.605979265504021,2,2633.0,1141.948656,0.0028,0.098,0.05808613803,0.0029988,0.0069,-0.0015953130255019212,35.0,10,3,96.7,10103.0,3,26.0,97,84,0.866
154,youfadedwealth,Faded 🦇,Epic,54.53915747986437,56.13123359580052,58.76043803803827,29.35164254350301,76.84150682222662,1734.263203,4,0.9516854633136275,0.6850165520507707,0,4128.0,932.525357,0.0021,0.048,0.10670000000000002,0.004,0.007,0.004392518851675081,22.857142857142858,6,1,9.7,49551.0,4,11.0,69,65,0.942
155,tolibear_,toli,Epic,54.52696238362703,40.9076317383404,77.65095271761116,40.17357061543108,71.44304923867907,1324.437704,3,0.8368936540599909,0.6456898832005131,1,28688.0,121.426108,0.0099,0.489999,0.174389999,0.01,0.044399999999999995,0.0004784356847974285,49.49484848484848,6,2,46.8,30016.0,4,74.0,106,96,0.9057
156,AtnsXBT,AtnsMDX,Epic,54.44059129857998,65.5084797092671,41.87092075072549,58.75106869874312,40.12836991628765,2891.137815,3,0.987946592029357,0.8310332112587141,0,1975.0,1274.431075,0.0017,0.01,0.05281199999998001,0.0025,0.0069,0.0002964326593824561,5.882352941176471,8,1,91.0,12376.0,2,35.0,79,71,0.8987
157,BetmanJoe,Joe Betman 🇨🇷 🇫🇷,Epic,54.42189613396158,45.64763779527559,49.99654217100353,61.24590525753316,76.0968294772922,1091.966251,8,0.7923377067109768,0.29203639912142415,2,29033.0,118.485064,0.0045,nan,0.18949900000000003,0.002,0.01488,-0.00455499966289955,nan,6,2,97.7,14176.0,7,72.0,66,65,0.9848
